x,y,z
16.40211097835862,37.46016935834027,10.097534855229938
43.13830358716781,39.16137999068113,10.1493687664485
47.447855829766375,49.7505515152645,9.871150743638967
31.426826621434863,18.135983413410955,10.036577792161562
38.17742645476467,26.97843127521311,10.014028003995547
41.13245691212295,15.282080527150804,10.095511284380862
12.589919535552585,40.72711767240997,9.727702922386635
3.5154953415036108,48.960097808594774,10.092302624399846
9.409044455012083,42.36736480954425,10.018917229905165
45.26040659670015,21.087317143594962,9.904427568032128
2.521069119783381,35.10935956500877,9.777439774805044
0.39167463249531465,38.10050918790518,10.073368416710576
25.12833952692676,42.81660137295025,7.036150451409677
21.01219721685362,10.959619016910837,6.987816899604092
24.487425662375202,31.41888713731804,6.979657353351348
31.191210249619388,29.624724746539666,10.037899601957676
43.84995597665783,37.534164438463236,9.843633960620906
46.90495307115239,17.39342667327117,10.049902398309683
46.21725647388655,0.059340432746857186,10.052043241866498
33.670876777424496,4.4311301229244595,9.934779113190908
15.386442787545995,34.54079282310823,9.777164030951814
27.14262568310182,3.985674085339558,6.942436523028153
38.24996280010866,18.82149141257245,10.007111701383527
34.42772987473673,30.06485889546135,10.072560078519016
48.671573313682195,42.22135663923773,9.87865133262099
48.6540306295924,27.99072650810568,9.987191825959194
16.567760852382214,16.838841976979236,10.016244482586643
31.07575266082575,36.79122717566516,9.845461784133015
10.731454633017673,35.0808670592042,10.027898803274462
43.26463990426778,47.72944600456163,10.038533024844565
33.0096218701581,23.095577429413517,9.963105761499142
6.67765248339135,21.990281323251367,10.01436233532781
26.75407709663592,43.91296789754596,7.183533217889786
19.625996721411514,49.565225578043425,9.917568150658969
29.980277970279896,3.780681729990004,7.027511206067011
42.77117961880077,8.343012021543734,9.960947403361011
29.47251733373923,4.1569730435856105,6.986287853656909
22.060537927603498,16.53242037929763,6.988020847118379
49.05383986651944,46.64023329855509,10.072065006816173
21.41149114752435,12.284854981737968,6.927573811542535
15.640052642533602,0.45802989499483804,9.995957680515987
48.26341274960672,15.629185581104538,9.983305950664672
33.00231547204312,35.43889441515418,10.041203704358432
7.240318108136979,0.018111371472118165,10.04189954241128
9.349891685300527,13.855311995916564,9.967485432118343
46.59186030257317,33.92469576523612,10.269238378401749
16.068145854735626,15.433446201126127,9.975150967717221
32.42385214351011,3.997028261091373,10.067161651213226
7.450029808378744,32.70278746882042,10.019905426766432
47.51385751633925,37.455779772553335,9.982407872687348
41.071799092311906,42.77835403439394,9.99407391459053
36.512571624612626,42.45891404479255,9.869467692101487
31.280458828409678,17.688548620282052,10.104599253136698
37.387234013997535,4.98752124808296,10.05197678939575
3.680984614438354,23.539607862933092,10.101916122940796
34.73848664547698,45.33980361324779,9.915270042334525
30.677102225328955,27.02373328997858,9.99323428641777
49.77862706361337,18.928000202838618,9.967210391026958
10.180437638395755,36.354071002408716,9.909596882033814
16.142827658019954,38.44850903375299,10.02442947474948
22.789250467814735,17.612990249451837,7.049583043034262
28.80523358337671,31.385706839725763,6.9505643365768295
40.91165993501304,43.44554633299779,9.922962918668686
44.47473511495269,24.82202270521368,9.935159503862328
2.1108793096845826,46.53374564939444,9.87915840856295
41.44495657283681,22.765500473169798,9.95105972181429
13.726715353644565,45.34959452536606,10.182926427263185
16.091368579261495,22.584190358293295,10.064187757936255
39.26441556828769,29.307125251202088,10.014393077715676
46.52980876416547,31.97202626784928,9.885723309827865
25.394873205716383,8.170691916243555,7.106871451757892
14.128563787968213,5.150865479578709,9.768204038420304
23.09860974741212,31.56777757288512,6.8294431641483655
0.40000244280750663,6.2335250847726345,10.07161876458589
31.682758258094946,27.17438911594559,10.117100800680591
34.33357890689954,43.57035021782254,10.130303530190286
6.453386948202999,40.97456215038048,10.199597446029625
20.71269673437046,0.8193788172856487,6.845864908489896
42.35001857033926,19.65625078373801,9.990454910650481
46.888708584715694,36.10087264987705,10.052971193961817
37.935824792433166,38.53105513642292,10.131309218761542
29.87040573763097,9.738263348635368,7.206859257080826
46.80948043237196,38.962682349426316,10.013898276246682
35.06468014859958,46.0082242302896,10.029201404489406
21.590261728925793,16.50103499166376,7.021003879475759
45.33221497374061,44.33845295754828,9.935348463435618
23.912477885806137,32.43622003190519,7.0145749047039
9.699681345715272,47.574690968846284,9.825457323707738
5.697393391172517,0.2553629543088465,9.972782794102166
8.326036213158815,26.95510696590992,9.907710182557176
49.10197614002508,13.423435422313784,9.91330469234942
29.900378478468255,44.09391194281383,6.932197171551599
14.627542269284094,30.64385849350873,9.892346610672778
31.050541939355732,26.28551850330127,9.843090410904736
15.375949910208142,22.231062506019484,10.066845210513401
11.71454104287375,42.44221634745702,10.034126076179247
46.747790421694155,37.91652529382551,10.09381373321602
48.31418453004741,19.218118144750875,10.003819934066863
2.7458031590397503,19.506427827964558,9.842001890182484
2.3925839706180065,23.343070815234974,10.0367632085578
0.37156853384906485,17.234296191788246,10.117436385551906
0.7006586450173435,12.854379139599658,9.937472062004666
31.712552284985634,33.344829769565564,10.086990016154784
4.250866917880636,49.066964870900954,9.956790668149328
32.93073504165478,17.482856101783394,9.893031785920389
17.865447783531835,22.345303697683704,9.937529908199954
0.17276266547626706,16.71644328209959,10.18293866228061
33.58092442819817,9.02595347613968,9.957596174255121
35.0002395580821,32.455983569671915,10.081526435237935
9.88377898648723,27.1931234611361,10.09518478340774
18.21261921599202,37.856958282074444,10.050949952764773
40.43154574273571,46.37692351811103,9.947583164684774
46.18011197428682,27.112702916760696,10.04734859460608
48.44832526352007,29.575913060598914,10.004409098390093
8.133462040852734,29.415261660531737,10.083147059496657
42.3300742798766,28.46061842354294,9.873119335819668
6.211146527660139,32.455396578349145,9.77832488219553
24.217890380116337,19.984111326068504,6.877377163988963
38.21324584740541,33.240899239113766,9.88180602805001
34.00146898085121,25.954867533985894,10.096832102035826
30.468433837031846,32.704239639384944,9.936030591160947
47.239773737861626,11.380194053704129,10.12007652004566
8.686633502918756,23.422561564099915,9.89641351132674
34.45258767358072,42.27849587611242,9.94160189619131
34.34687560395259,42.37048859651417,9.946402259133814
16.849022353244536,1.479267826703784,10.207623148026679
16.964416142329636,16.886375648011747,9.811633984693875
21.231287760092975,5.367743194683166,6.972463393530053
39.84973743849034,11.570298916849625,9.929401334120508
33.612250208516535,3.837733959840417,9.875529996824772
25.472862221683705,18.606787163917975,6.92907783268265
40.76626986650162,44.818260814640425,9.966267628016125
47.92749866356013,4.992759725243795,9.854091561020132
23.42833864388921,1.7243057775380266,6.925045434584083
5.674578831299498,25.49328977460385,9.904580524702109
47.47549968487959,38.94291036455401,10.026502745668497
42.09730068140243,13.588112520778212,10.005846309648847
33.30240784727191,12.586357386276331,9.948987707524122
38.7667618991862,4.593534218570322,10.003231650173513
20.732105265881906,32.536375381648554,6.974953074847438
37.06998147795231,38.46960476261124,9.86854347247683
11.872027788286571,16.655943769145644,9.942531361836098
4.033619124965249,15.411437813274913,10.03239407133347
32.276341745312656,41.29384741158522,10.185507167290787
17.60835977055799,38.29733155087668,10.088872747981393
38.61500608916321,31.264494579819935,9.97079711269986
38.58187409652293,29.348173110771143,10.026642355063057
35.05411185375685,32.830513431777995,10.097729478808734
4.862836303721036,33.10045368538202,9.93083108764739
24.686575128589382,37.36381185437536,6.942659960722621
34.17637361496321,23.186669580422002,10.072101246575428
37.714360166555046,24.165206784089122,9.837622297704044
33.390481168273574,26.376151180586056,9.930004050886506
45.77305834256188,17.741847153612213,10.016798799535769
30.08127368736914,49.42533474118899,9.979829849518998
25.535292573335393,9.623402697021193,7.039323679808079
10.280629003032915,11.45265185332503,9.976575274362716
23.433633989644704,32.005322020308554,7.152258987586422
16.712732257142747,32.647216075800124,9.95759580157014
1.1104441423032352,18.873151543213133,10.126491985110592
12.540044633942538,14.206493139594212,9.97614745047359
35.989628982029295,29.353367940703933,10.00891833290948
20.062113021617872,24.35681867379116,7.019182965331027
12.925928642872552,10.266557684030559,10.143892379036455
36.13247318510702,1.6326242937974966,10.152273976535286
5.189341274260134,38.706474443591645,9.951320276974576
5.039652793871091,19.11362543233507,9.92283445008689
0.590560236020482,12.75441459219685,10.042222564603922
1.0044094408020732,8.322148473626628,10.055592532431133
34.85832359833667,27.872676718630817,10.105877135912815
29.89204670961606,38.70165554579818,7.0840664538177895
44.344414106112836,3.204659299784729,9.967692879992073
12.316680086523075,45.40732018702206,9.928919864010512
46.53543377417592,40.80025091228968,10.166543729289529
20.698368469792687,30.718889059184345,6.862320575849388
43.39673607965209,24.36371927968097,9.97092311120033
31.363306570704136,1.547552854841855,10.108699296844419
21.42356290717823,21.69460894024332,7.042068929605502
47.614052389714374,0.7965288837845308,10.005220476784539
33.34948910952169,23.405584167172844,9.886129608432045
39.33772589573726,7.909232043809994,10.067556774867269
16.959545458993514,43.007722747622026,10.01622462104407
45.0324162978934,34.77781535885654,10.109083606009658
46.98713277582665,32.31765056065052,10.149657598146588
15.634433892686678,23.307966899787186,10.165055136628604
19.833688371351272,39.830232594053875,10.057461276743743
